ACC_Weekend,Weekend
PDTSDF_StartingTerminalNamePrefix,"Depart from %1$s Terminal"
PDTSDF_beginRoute_button,"Begin Route"
PDTSDF_beginRoute_button,"Begin Route"
PDTSDF_beginRoute_title,"Begin Route %1$s"
PDTSDF_beginRoute_title,"Begin Route %1$s"
PDTSDF_departAndBeginRoute_button,"Begin Route"
PDTSDF_errorMissingTrailer,"Please enter a trailer number or mark that you are not pulling a trailer"
PDTSDF_errorMissingTruckMileage,"Please enter a mileage greater than zero"
PDTSDF_errorMissingTruckNumber,"Please enter a truck number"
PDTSDF_errorTruckMileageInvalid,"The mileage you have entered is invalid"
PDTSDF_errorTruckMileageInvalid,"The mileage you have entered is invalid"
PDTSDF_noTrailer_radioButton,"I am not pulling a trailer on this route."
PDTSDF_trailerInformation_title,"Trailer Information"
PDTSDF_trailerNumber_hint,"Trailer Number"
PDUTG_contentText,"You can still complete the stop, but we can't show you this address's location on the map"
PDUTG_contentText_terminalArrive,"You can still arrive at the terminal, but we can't show you the location on the map"
PDUTG_contentText_terminalDepart,"You can still depart from the terminal, but we can't show you the location on the map"
PDUTG_imageContentDescription,"Unable to Geocode"
PDUTG_titleText,"We can't figure out the location of this address."
PDVOR_chevron_contentDesc,"Other route right chevron"
PDVOR_errorToast,"Unable to connect to server to retrieve route information"
PDVOR_routeNameDefaultText,--
PDVOR_stopsNumberDefaultText,0
PDVOR_stopsTextDefaultText,"stops left"
PDVOR_titleText,"Select Route"
PD_ELD_autoLunchCanceled,"Automatic Lunch Canceled"
PD_ELD_autoLunchComplete,"Automatic Lunch Completed"
PD_ELD_autoLunchStart,"Automatic Lunch Started"
PD_ETV_editText_titleDefault,-
PD_PDV_textDefault,-
PD_PIV_phoneLabel_textDefault,-
PD_PIV_phoneNumber_textDefault,-
PD_PR_shipmentRecomplete_success,"Shipment successfully updated."
PD_SDH_drawable_addSwap_text,"ADD SWAP"
PD_SDH_drawable_bulkComplete_text,"BULK COMPLETE"
PD_SDH_drawable_call_text,CALL
PD_SDH_drawable_cancelStop_text,"CANCEL STOP"
PD_SDH_drawable_interruptLunch_text,"INTERRUPT LUNCH"
PD_SDH_drawable_makeNextStop_text,"MAKE NEXT STOP"
PD_SDH_drawable_openInMaps_text,"OPEN IN MAPS"
PD_SDH_drawable_reAttemptStop_text,"RE-ATTEMPT STOP"
PD_SDH_drawable_skipLunch_text,"SKIP LUNCH"
PD_SDH_drawable_stopInfo_text,"STOP INFO"
PD_SDH_mapsNavigationPrompt,"Use the back button to return to Maven!"
PD_SDH_mapsNotInstalled,"Error: Maps is not installed on this device"
PD_SDH_openMap_contentDesc,"Open Address in Google Maps"
PD_SDH_stopAddress_default,"Not Available"
PD_SDH_stopName_default,"Not Available"
PD_SDH_stopTime_appt,"Appt %1$s - %2$s"
PD_SDH_stopTime_close,"Closes %1$s"
PD_SDH_stopTime_default,"Closes —:—"
PD_SHLF_processing_text,"Processing Bulk Completion"
PD_alphaExtraChars,'.-
PPF_brakeAlertValue,"%d MPH per second"
PPF_brakeAlerts,"Brake Alerts"
PPF_coPilotSettings,"Co-Pilot Settings"
PPF_currentRulesetLabel,"Current Ruleset"
PPF_driverRulesetText,"Driver Ruleset"
PPF_eldSettings,"ELD Settings"
PPF_lowScoreWarnings,"Low Score Warnings"
PPF_settingDisabled,Disable
PPF_settingEnabled,Enabled
PPF_settingsTitle,"App Settings"
PPF_timeZone,"Time Zone"
PPF_verbalScoreAlertValue,"Every %d seconds"
PPF_verbalScoreAlerts,"Verbal Score Alerts"
PREFACT_editAppSettings,"Edit App Settings"
RLC_foodstuff_text,Foodstuff
RLC_hazmat_text,Hazmat
RLC_overlength_text,Overlength
RLC_pff_text,PFF
RLC_poison_text,Poison
RLC_title_text,"Restricted Loading"
RMA_CERTIFY_LOG_QUESTION,"Log successfully certified!"
RMA_Cancel_email,"No Thanks"
RMA_ELD_OFF_DUTY_QUESTION,"Good job on your day!"
RMA_END_ROUTE_QUESTION,"Good job completing your route!"
RMA_SUBMIT_BUTTON,Submit
RMA_apology,"We're sorry you're not satisfied. Can you tell us more about your rating?"
RMA_auto_feeback_email_address,clientservices@mavenmachines.com
RMA_cancel,Cancel
RMA_description,"Done with your workday?"
RMA_email_customer_support,"Email Customer Support"
RMA_neg_button_text,Cancel
RMA_play_store_prompt,"We'd love a review on the Google Play Store"
RMA_pos_button_text,Submit
RMA_prompt,"Let us know how you like Maven"
RMA_rating_instructions,"Tap a star to rate from 1 to 5"
RMA_review_later,"Remind Me Later"
RMA_thanks,Thanks!
RMA_title,"Let us know how you like Maven"
RMA_write_a_review,"Write a Review"
RPF_updating,Updating…
SV_defaultString,"This is a success view box. Write a success message here."
SW_requiredError,"A signature is required"
ServerComm_badRequest_apiNotSupported,"API not supported."
ServerComm_noInternetConnectionFound,"No internet connection detected."
SignatureActivity_cancelButton,Cancel
SignatureActivity_clearButton,Clear
SignatureActivity_saveButton,Confirm
SignatureActivity_saveNotActivated,"Please write your signature"
TCTCF_vehicleText,Vehicle
TC_noVehicle,"No Vehicle"
TC_vdaConnected,Connected
TC_vdaNotConnected,"Not Connected"
TLF_networkIndicator_offline,"You are currently offline."
TLF_tabLayout_dvir_tabText,DVIR
TLF_tabLayout_eld_tabText,HOS
TLF_tabLayout_iconContentDescription,"Tab Icon"
TLF_tabLayout_map_tabText,Map
TLF_tabLayout_map_tabText,Map
TLF_tabLayout_messages_tabText,Messages
TLF_tabLayout_pdNextStop_tabText,"Next Stop"
TLF_tabLayout_pdNextStop_tabText,"Next Stop"
TLF_tabLayout_pdRoute_tabText,Route
TLF_tabLayout_safety_tabText,Safety
TLF_tabLayout_tmw_tabText,Dispatch
TLF_tabLayout_workflow_tabText,Workflow
TLF_toolbarEld_defaultStatus,--
TLF_toolbarEld_statusTitle,HOS
TLF_toolbarVehicleTitle,Vehicle
TLF_toolbarVehicleTitle,Vehicle
TNF_PD_acceptRoute,"ACCEPT ROUTE"
TNF_PD_acceptStop,"ACCEPT STOP"
TNF_PD_arriveTerminal,"Arrive at Terminal"
TNF_PD_arrivedAt,"Arriving at %1$s"
TNF_PD_arrivedAtLocationAtTime,"Arriving at %1$s at %2$s"
TNF_PD_atTime,"at %1$s"
TNF_PD_confirmRoute,"CONFIRM ROUTE"
TNF_PD_departTerminal,"Depart from Terminal"
TNF_PD_departedAt,"Departing %1$s"
TNF_PD_departedAtLocationAtTime,"Departing %1$s at %2$s"
TNF_PD_dismissText,Dismiss
TNF_PD_dontArrive,"Don't Arrive"
TNF_PD_dontDepart,"Don't Depart"
TNF_PD_goToMessagesText,"Go to Messages"
TNF_PD_lunchStopAddedSecondaryText,Lunch
TNF_PD_lunchStopAddedText,"Stop Added: Lunch"
TNF_PD_lunchStopAddedTitleText,"Stop Added"
TNF_PD_markAsArrived,"Mark as Arrived"
TNF_PD_markAsDeparted,"Depart Stop"
TNF_PD_multipleStopsAddedContentText,"%1$s stops added to route"
TNF_PD_multipleStopsAddedSystemContentText,"Stops Added: %1$s stops were added to your route."
TNF_PD_multipleStopsAddedTitleText,"Stops Added"
TNF_PD_routeAddedManifestNumber,"Manifest Number: %1$s"
TNF_PD_routeAddedRouteName,"Name: %1$s"
TNF_PD_routeAddedSystemContentText,"Route Added: %1$s"
TNF_PD_routeAddedTitleText,"Route Added"
TNF_PD_routeRearrangedContentText,"Please check your route list for details"
TNF_PD_routeRearrangedSystemContentText,"Route Rearranged: Please check your route list for details!"
TNF_PD_routeRearrangedTitleText,"Route Rearranged"
TNF_PD_stopAddedContentText,"%1$s\n%2$s miles away"
TNF_PD_stopAddedSystemContentText,"Stop Added: %1$s, %2$s miles away"
TNF_PD_stopAddedSystemContentTextNoLocation,"Stop Added: %1$s"
TNF_PD_stopAddedTitleText,"Stop Added"
TNF_PD_stopCancelledContentText,"%1$s stop canceled"
TNF_PD_stopCancelledContentText,"%1$s stop canceled"
TNF_PD_stopCancelledSystemContentText,"Stop Canceled: %1$s"
TNF_PD_stopCancelledSystemContentText,"Stop Canceled: %1$s"
TNF_PD_stopCancelledTitleText,"Stop Canceled"
TNF_PD_stopCancelledTitleText,"Stop Canceled"
TNF_PD_stopMergedContentText,"%1$d stops merged into %2$s"
TNF_PD_stopMergedContentText,"%1$d stops merged into %2$s"
TNF_PD_stopMergedSystemContentText,"Stop Merged: %1$s"
TNF_PD_stopMergedSystemContentText,"Stop Merged: %1$s"
TNF_PD_stopMergedTitleText,"Stop Merged"
TNF_PD_stopMergedTitleText,"Stop Merged"
TNF_PD_stopModifiedContentText,"%1$s stop modified"
TNF_PD_stopModifiedContentText,"%1$s stop modified"
TNF_PD_stopModifiedSystemContentText,"Stop Modified: %1$s"
TNF_PD_stopModifiedSystemContentText,"Stop Modified: %1$s"
TNF_PD_stopModifiedTitleText,"Stop Modified"
TNF_PD_stopModifiedTitleText,"Stop Modified"
TNF_PD_stopRemovedContentText,"%1$s removed from route"
TNF_PD_stopRemovedSystemContentText,"Stop Removed: %1$s"
TNF_PD_stopRemovedTitleText,"Stop Removed"
TNF_PD_stopSplitContentText,"%1$s stop split into 2 stops"
TNF_PD_stopSplitSystemContentText,"Stops Split: %1$s"
TNF_PD_stopSplitTitleText,"Stops Split"
TNF_continueDriving,"CONTINUE DRIVING"
TNF_dismiss,DISMISS
TNF_goOnDuty,"GO ON DUTY"
TNF_inViolationText_break,"HOS Violation - 30 minute break needed"
TNF_inViolationText_cycle,"HOS Violation - 70 hour cycle time exceeded"
TNF_inViolationText_drive,"HOS Violation - 11 hour drive time exceeded"
TNF_inViolationText_shift,"HOS Violation - 14 hour shift time exceeded"
TNF_statusChangedText,"Your duty status has automatically been changed to Driving."
TNF_stopDetectedText,"Stop detected. Your duty status will soon be changed to On Duty unless noted otherwise."
TNF_violationAudioWarning_other,"Aitch O Ess Violation approaching. Please stop driving in the next %s."
TNF_violationAudioWarning_shift,"Aitch O Ess Violation approaching. Please go off duty in the next %s."
TNF_violationWarning_others,"HOS Violation approaching. Please stop driving in the next %s."
TNF_violationWarning_shift,"HOS Violation approaching. Please go off duty in the next %s."
UAFleftChevronDesc,Back
UAFrightChevronDesc,forward
UDNL_claimAllButtonText,"Claim All"
UDNL_claimButtonText,Claim
UDNL_claimUnassignedTripsTitleText,"Unassigned Movements For Vehicle %s"
UDNL_ignoreAllButtonText,"Ignore All"
UDNL_ignoreButtonText,Ignore
UDNL_notificationBodyText,"%1$s today. %2$s this past week."
UDNL_notificationTitle,"%s has Unassigned Movements"
UDNL_viewUnassignedMovementsText,View
UPN_systemNotification_contentText,"Hey %1$s, tap to update Maven"
UPN_systemNotification_contentTitle,"New Updates Available"
Update,UPDATE
VDF_changeTruckNumber,"CHANGE TRUCK INFO"
VDF_changeTruckNumberLayout_truckNumHeader,"TRUCK/TRACTOR NUMBER"
VDF_changeTruckNumberLayout_value_default,----
VDF_changeTruckNumberLayout_vinHeader,VIN
VDF_descText,"VEHICLE INFORMATION"
VDF_disconnectButton_text,"UNPAIR MAVEN VDA #%1$s"
VDF_disconnectButton_textDefault,"UNPAIR MAVEN VDA"
VDF_disconnectingButtonText,DISCONNECTING…
VDF_loadingText,Loading…
VHF_descText1,"The VDA number is the large 4 character code printed on the Maven Vehicle Data Adapter (VDA)."
VHF_descText2,"Your Maven VDA should be plugged in to your vehicle's diagnostics port (J1939). This port is typically located lower-left of the steering column."
VHF_fragment_name,"Vehicle Adapter Help"
VHF_fragment_title,"Tips for Successfully Pairing the Maven App to Your Vehicle"
VHF_heading1,"Find your vehicle adapter number"
VHF_heading2,"Make sure your engine is turned on"
VHF_heading3,"Find your vehicle in the Suggested Vehicles list"
VHF_heading4,"Vehicle still not appearing? Here are some steps to try"
VHF_imageContentDesc,"Maven VDA"
VHF_paragraph1,"The adapter number is the code printed on the vehicle adapter itself. The vehicle adapter is plugged into the vehicle’s J1939 diagnostic port. On some vehicles, the vehicle adapter may be hidden behind the dashboard."
VHF_paragraph2,"To successfully connect, make sure your vehicle’s engine is turned on."
VHF_paragraph3,"Tap on the unknown vehicle that has your vehicle adapter number. The Maven App will connect to the vehicle, read the VIN, and create a new vehicle."
VHF_paragraph4,"1. Ensure you have Bluetooth and Wi-Fi turned on
\n\n2. If accessible, disconnect and reconnect the vehicle adapter
\n\n3. Reset the Maven App. Clearing your data will log you out of the Maven App. Make sure you remember your username and password!
\n\n4. Contact the Maven Driver Success Team at 412-499-3877."
VNF_closeAlert,"Close Alert"
VNF_halfHour,0:30
VNF_hour,1:00
VNF_remaining,"%1$s remaining"
VNF_violationHeader,"HOS Violation"
VNF_violationTitle,"%1$s Time Violation:"
VNF_warningHeader,"HOS Warning"
VNF_warningTitle,"%1$s Time Warning:"
VNF_zero,0:00
VSLF_attemptingToConnect_default,"Attempting to connect to VDA. Please be patient. Connecting can take up to two minutes."
VSLF_attemptingToConnect_failedDefault,"Connection to VDA failed."
VSLF_attemptingToConnect_failedWithTime,"New connection attempt in %1$s."
VSLF_attemptingToConnect_failedWithVdaNum,"Connection to VDA %1$s failed."
VSLF_attemptingToConnect_failedWithVdaNumTime,"Connection to VDA %1$s failed. New connection attempt in %2$s."
VSLF_attemptingToConnect_failedWithVdaTruckNum,"Connection to VDA %1$s (Truck # %2$s) failed."
VSLF_attemptingToConnect_failedWithVdaTruckNumTime,"Connection to VDA %1$s (Truck # %2$s) failed. New connection attempt in %3$s."
VSLF_attemptingToConnect_withVdaNum,"Attempting to connect to VDA %1$s. Please be patient. Connecting can take up to two minutes."
VSLF_attemptingToConnect_withVdaTruckNum,"Attempting to connect to VDA %1$s (Truck # %2$s). Please be patient, this may take up to two minutes."
VSLF_bluetooth,Bluetooth
VSLF_bluetoothContentDesc,"Bluetooth Status Icon"
VSLF_columnName_truck,"Truck #"
VSLF_columnName_vda,"VDA #"
VSLF_defaultVdaTruckNum,-
VSLF_descHeaderText,"Available VDAs"
VSLF_descText,"Please select which Maven VDA you would like to pair with this device."
VSLF_devicePairingFailedText,"Failed to pair to VDA %1$s"
VSLF_devicePairingFailedText_noVdaNum,"Failed to pair to VDA"
VSLF_errorCode,"Last Error Code: ERR-%1$s. %2$s."
VSLF_errorCode_default,"Last Error Code: Unknown."
VSLF_goToSettingsText,<u>SETTINGS</u>
VSLF_helpLocateVdaNum,"How do I locate my truck's VDA number?"
VSLF_list_enableSomething,"Please enable WiFi or Bluetooth to see available VDAs."
VSLF_list_noVDAFound,"No VDAs found nearby."
VSLF_noDeviceFoundText,"No device found"
VSLF_pair,PAIR
VSLF_paired,PAIRED
VSLF_pairedDevice_connectingDescDefault,"Connecting to VDA"
VSLF_pairedDevice_connectingDescWithNum,"Connecting to VDA %1$s"
VSLF_pairedDevice_connectingFailedDefault,"VDA Connection Failed"
VSLF_pairedDevice_connectingFailedWithNum,"VDA %1$s Connection Failed"
VSLF_pairedDevice_unpairButton,UNPAIR
VSLF_vda_item_networkTypeIconDesc,"VDA network type icon"
VSLF_wifi,WiFi
VSLF_wifiBluetoothOff,Off
VSLF_wifiBluetoothOn,On
VSLF_wifiContentDesc,"WiFi Status Icon"
WSV_bluetooth,Bluetooth
WSV_off,Off
WSV_on,On
WSV_settings,Settings
WSV_wifi,Wi-Fi
YMPC_driveTimeNotRecorded,"Drive time will not be recorded"
YMPC_enablePersonalConveyance,"Enable Personal Conveyance"
YMPC_enableYardMoves,"Enable Yard Moves"
YMPC_personalConveyance,"Personal Conveyance"
YMPC_yardMoves,"Yard Moves"
accept,Accept
acceptInAppNotification,"UPDATE NOW"
active_battery_speech,"Active talk time remaining %s"
appDowngradeMessage,"You are using an outdated version of the Maven app. Please download the latest version from the google play store."
back,Back
badHTMLReleaseNotesResponse,"<HTML>Sorry. No release notes available</HTML>"
barrels_definition,barrels
barrels_short_definition,bbl
begin_instructions,"To create your Maven account, please enter the 5 digit signup code provided to you by your dispatcher, fleet manager, or safety officer."
bol::bol,"Bill of Lading"
bol::damagedDelivery,"Damaged Delivery"
bol::deliveryReceipt,"Delivery Receipt"
bol::doc,Document
brakeNotification,brakeNotification
brakeNotificationMinimum,brakeNotificationMinimum
breakImageDescription,Coffee
breakTaken,"Break Taken"
call,"Call Us"
cancel,Cancel
cancel,Cancel
change_id_warning,"Are you sure you want to change your Company and Driver ID?"
charging_speech,"Copilot will be charged in %s"
charts,Charts
close,Close
common::ascending,asc
common::assigned,Assigned
common::cancel,Cancel
common::canceled,Canceled
common::checkstop,Checkstop
common::checkstop_other,Checkstops
common::checkstop_plural,Checkstops
common::city,City
common::complete,Complete
common::consignee,Consignee
common::delivery,Delivery
common::delivery_other,Deliveries
common::delivery_plural,Deliveries
common::descending,desc
common::dismiss,Dismiss
common::driver,Driver
common::driver_other,Drivers
common::driver_plural,Drivers
common::failed,Failed
common::manifest,Manifest
common::manifestNumber,"Manifest Number"
common::manifestNumber,"Manifest Number"
common::noResults,"No results found"
common::note,Note
common::note_other,Notes
common::note_plural,Notes
common::pallet,Pallet
common::palletLower,pallet
common::palletLower_other,pallets
common::palletLower_plural,pallets
common::pending,Pending
common::pickup,Pickup
common::pickup_other,Pickups
common::pickup_plural,Pickups
common::planningStop,"Planning Stops - "
common::remove,Remove
common::required,Required
common::route,Route
common::route_other,Routes
common::route_plural,Routes
common::shipment,shipment
common::shipmentCapital,"{""one"":""Shipment"",""other"":""Shipments""}"
common::shipmentCapital,Shipment
common::shipmentCapital_other,Shipments
common::shipmentCapital_plural,Shipments
common::shipmentInformation,"Shipment Information"
common::shipment_other,shipments
common::shipment_plural,shipments
common::staged,Staged
common::status,Status
common::status_other,Statuses
common::status_plural,Statuses
common::stop,Stop
common::stop_other,Stops
common::stop_plural,Stops
common::terminal,Terminal
common::trailer,Trailer
common::trailer_other,Trailers
common::trailer_plural,Trailers
common::trip,trip
common::trip_other,trips
common::trip_plural,trips
common::unassigned,Unassigned
common::unassingedStops,"Unassigned Stops"
common::unknown,Unknown
common::weight,weight
common::zipCode,"Zip Code"
companyId,"Company code "
company_name,"Maven Machines"
completed_stop_arrival_time,"Arrived at %1$s"
completed_stop_status,"Stop %1$s at %2$s"
completed_stop_status_arrived_name,Arrived
completed_stop_status_completed_name,Completed
completed_stop_status_departed_name,Departed
completed_stop_status_incomplete,"Action Required: Stop Incomplete"
completed_stop_status_skipped,"Stop Skipped"
completionCodes::addressIncorrect,"Del Attempted - Address Incorrect"
completionCodes::apptNeeded,"Del Attempted - Appt needed"
completionCodes::attemptedNoFunds,"Del Attempted - No Funds"
completionCodes::beyondBusHrs,"Del Attempted - Beyond Bus Hrs"
completionCodes::cancelDuplicate,"Cancel - Duplicate"
completionCodes::canceledClosedAfter,"Canceled - Consignee Closed - After 5PM"
completionCodes::canceledClosedArrivedAfter,"Canceled - Consignee Closed - Arrived After 5PM"
completionCodes::canceledClosedArrivedBefore,"Canceled - Consignee Closed - Arrived Before 5PM"
completionCodes::canceledClosedBefore,"Canceled - Consignee Closed - Before 5PM"
completionCodes::canceledCutOff,"Canceled - Cut Off For Pickup"
completionCodes::canceledDeliverTomorrow,"Canceled - Deliver Tomorrow"
completionCodes::canceledDuplicate,"Canceled - Duplicate"
completionCodes::canceledForceReturn,"Canceled - Force Return To Terminal"
completionCodes::canceledNoFreight,"Canceled - No Freight"
completionCodes::canceledNotAttempted,"Canceled - Did Not Attempt"
completionCodes::canceledTMS,"Canceled By TMS"
completionCodes::canceledUnableToAccess,"Canceled - Unable to Access Location"
completionCodes::cancelledClosedArrivedAfter,"Cancelled - Consignee Closed - Arrived After 5PM"
completionCodes::cancelledClosedArrivedBefore,"Cancelled - Consignee Closed - Arrived Before 5PM"
completionCodes::cancelledCutOff,"Cancelled - Cut Off For Pickup"
completionCodes::cancelledOther,"Cancelled - Other"
completionCodes::cancelledUnableToAccess,"Cancelled - Unable to Access Location"
completionCodes::collectionIssue,"Not Delivered - Collection Issue"
completionCodes::cutOff,"Cut Off"
completionCodes::damagedShort,"Delivered - Damaged and Short"
completionCodes::delAttemptedNoFreight,"Del Attempted - No Freight"
completionCodes::delAttemptedOther,"Del Attempted - Other"
completionCodes::deliveryUnassigned,"Delivery Unassigned"
completionCodes::didNotAttempt,"Canceled - Did Not Attempt"
completionCodes::duplicateOrder,"Refused - Duplicate Order"
completionCodes::emergencyWithName,"Lunch Interrupted - authorized by %1$s"
completionCodes::holiday,"Del Attempted - Holiday"
completionCodes::inventory,"Del Attempted - Inventory"
completionCodes::missedAppt,"Del Attempted - Missed Appt"
completionCodes::missedApptWindow,"Canceled - Missed Appointment Window"
completionCodes::needsApt,"Not Delivered - Needs Appt"
completionCodes::noFreight,"No Freight"
completionCodes::noFunds,"Not Delivered - No Funds"
completionCodes::noLongerWants,"Not Delivered - Customer No Longer Wants"
completionCodes::noProblems,"No Problems"
completionCodes::notAttempted,"Delivery Not Attempted"
completionCodes::notDeliveredAccRequired,"Not Delivered - ACC Required"
completionCodes::notDeliveredDamaged,"Not Delivered - Damaged"
completionCodes::notDeliveredOther,"Not Delivered - Other"
completionCodes::notDeliveredShort,"Not Delivered - Short"
completionCodes::notDeliveredUnableToAccess,"Not Delivered - Unable to Access"
completionCodes::other,"Canceled - Other"
completionCodes::outForDelivery,"Out for Delivery"
completionCodes::pending,Pending
completionCodes::pickedUpNoProblems,"Picked Up - No Problems"
completionCodes::pickupTomorrow,"Pick Up Tomorrow"
completionCodes::pickupUnassigned,"Pickup Unassigned"
completionCodes::refusedAddrIncorrect,"Refused - Address Incorrect"
completionCodes::refusedApptNeeded,"Refused - Appointment Needed"
completionCodes::refusedBusinessHours,"Refused - Beyond Business Hours"
completionCodes::refusedCollectionIssue,"Refused - Collection Issue"
completionCodes::refusedHoliday,"Refused - Holiday"
completionCodes::refusedInventory,"Refused - Inventory"
completionCodes::refusedMissedAppt,"Refused - Missed Appointment"
completionCodes::refusedNoFreight,"Refused - No Freight"
completionCodes::refusedNotHome,"Refused - Resident Not Home"
completionCodes::refusedOrderCancelled,"Refused - Order Cancelled"
completionCodes::refusedRedeliver,"Refused - Will Redeliver"
completionCodes::refusedSpecialEquipment,"Refused - Special Equipment Needed"
completionCodes::refusedStrike,"Refused - Strike"
completionCodes::refusedWaitTime,"Refused - Wait Time Too Long"
completionCodes::refusedWeather,"Refused - Weather"
completionCodes::resNotHome,"Del Attempted - RES not home"
completionCodes::scheduledForDelivery,"Scheduled for Delivery"
completionCodes::scheduledForPickup,"Scheduled For Pickup"
completionCodes::shipperClosed,"Shipper Closed"
completionCodes::shipperClosedArrivedLate,"Canceled - Shipper Closed - Arrived Late"
completionCodes::shipperClosedArrivedOnTime,"Canceled - Shipper Closed - Arrived on Time"
completionCodes::specEquipReq,"Del Attempted - Spec Equip Req"
completionCodes::strike,"Del Attempted - Strike"
completionCodes::tooLongWait,"Del Attempted - Too Long Wait"
completionCodes::unableToAccess,"Canceled - Unable to Access Location"
completionCodes::unableToContact,"Canceled - Unable to Contact Shipping Location"
completionCodes::unknown,"Status Unknown"
completionCodes::weather,"Del Attempted - Weather"
completionCodes::willRedeliver,"Del Attempted - Will Redeliver"
complianceButtonLoadingText,Loading…
configuration_complete,"Configuration Complete"
configure,CONFIGURE
confirm,CONFIRM
confirm_lowercase,Confirm
consigneeDetails::address,"Consignee Address"
consigneeDetails::comments,Comments
consigneeDetails::consignee,Consignee
consigneeDetails::contact,"Consignee Contact"
consigneeDetails::contract,"Consignee Contact"
consigneeDetails::customerOrderNumber,"Customer Order Number"
consigneeDetails::deliveryWindow,"Delivery Window"
consigneeDetails::email,"Consignee Contact Email"
consigneeDetails::name,"Consignee Name"
consigneeDetails::name2,$t(name)2
consigneeDetails::phone,"Consignee Contact Phone"
consigneeDetails::title,"Consignee Details"
continue_text,Continue
copilot_firmware_upgrade_notification,"
        This update, should only take thirty seconds.
        When finished, your headset will connect and talk again. Let's begin now!
    "
core_workflow_notification_cancel,Cancel
core_workflow_notification_close_alert,"Close Alert"
core_workflow_notification_message_stop_added,"New Stop %1$s has been Added"
core_workflow_notification_message_stop_modified,"A Stop %1$s has been Modified"
core_workflow_notification_message_stop_removed,"%1$s has been Removed"
core_workflow_notification_message_trip_added,"A New Trip %1$s was Added"
core_workflow_notification_message_trip_modified,"%1$s has been modified"
core_workflow_notification_message_trip_removed,"%1$s has been removed"
core_workflow_notification_stop_added,"Stop Added"
core_workflow_notification_stop_arrived,"Arrive at Stop"
core_workflow_notification_stop_arrived_title,"Stop Arrival"
core_workflow_notification_stop_departed,"Depart Stop"
core_workflow_notification_stop_departed_title,"Stop Departure"
core_workflow_notification_stop_modified,"Stop Modified"
core_workflow_notification_stop_removed,"Stop Removed"
core_workflow_notification_trip_added,"Trip Added"
core_workflow_notification_trip_modified,"Trip Modified"
core_workflow_notification_trip_removed,"Trip Removed"
core_workflow_notification_view_stop,"View Stop"
core_workflow_notification_view_trip,"View Trip"
cubicfeet_definition,cubicfeet
cubicfeet_short_definition,ft<sup><small>3</small></sup>
cubicmeters_definition,cubicmeters
cubicmeters_short_definition,m<sup><small>3</small></sup>
currentLocation,"View Current Location"
currentStatus,"Current Score"
dateTimeFormat::closes,"closes %1$s"
dateTimeFormat::closesAt,"Closes at {{endWindow, h:mma}}"
dateTimeFormat::dayShort,d
dateTimeFormat::days,%1$sd
dateTimeFormat::durationText,"%1$sh %1$sm"
dateTimeFormat::eta,ETA
dateTimeFormat::hourShort,h
dateTimeFormat::hourTimeFormat,"h:mm a"
dateTimeFormat::hours,%1$sh
dateTimeFormat::messageAtTime,"%1$s at {{displayTime, h:mma}}"
dateTimeFormat::minuteShort,m
dateTimeFormat::minutes,%1$sm
dateTimeFormat::monthYear,"MMMM YYYY"
dateTimeFormat::opensAt,"Opens at {{startWindow, h:mma}}"
dateTimeFormat::readyClose,"{{ready, h:mm A}} - {{close, h:mm A}} (ETA)"
dateTimeFormat::secondShort,s
dateTimeFormat::seconds,%1$ss
dateTimeFormat::sevenDayPlus,7d+
dateTimeFormat::shipmentWindow,"{{ready, h:mm A}} - {{close, h:mm A}}"
dateTimeFormat::starts,"starts %1$s"
dateTimeFormat::timeSpan,"{{startWindow, h:mma}} - {{endWindow, h:mma}}"
dateTimeFormat::timeSpanShort,"%1$s - %1$s"
dateTimeFormat::yearToDay,YYYY-MM-DD
decline,Decline
declineInAppNotification,DISMISS
detail_average_mc_rate,"{""one"":"""",""other"":""%1$.2f s""}"
detail_mirror_check_percentage,"{""one"":"""",""other"":""%1$d %%""}"
details_half,½
details_half_hour,"½ hr"
details_half_hour_speech,"Half an hour"
details_half_speech,"and a half"
details_hour,hr
details_hour_speech,"One hour"
details_hours,hr
details_hours_speech,hours
details_not_available,N/A
details_not_available_speech,"Not Available"
details_page_title,"Daily Driver Summary"
details_section_1_title,Overview
details_section_2_title,"Mirror Checks"
details_text_app_version,"App Version %1$s"
details_text_battery_time,"Co-Pilot Battery:"
details_text_graph_units,"Mirror Checks per Minute"
details_text_left_mirror_checks,"Left Mirror Checks:"
details_text_maven_day_score,"Today's Maven Score"
details_text_miles_driven,"Miles Driven"
details_text_mirror_check_interval,"Mirror Checks Every:"
details_text_no_data_graph_message,"You need to provide data for the chart."
details_text_percent_right_checks,"Right Side Percent:"
details_text_right_mirror_checks,"Right Mirror Checks:"
details_text_sweet_spot_graph_title,"Sweet Spot Chart"
details_text_time_driving,"Time Driving"
details_text_total_mirror_checks,"Total Mirror Checks:"
details_under_half_hour,"<½ hr"
details_under_half_hour_speech,"Under half an hour"
dismiss,Dismiss
done,Done
driveImageDesc,"Driving Status"
driverID,"Driver ID "
driverName_unknown,U
driverRulesetPreferenceKey,driverRuleset
driverStatuses::specialServices,"Special Services"
driverStatuses::standard,"Standard Route"
driverStatuses::unknownDriver,"Unknown Driver"
driverStatuses::unknownVehicle,"Unknown Vehicle"
driver_company,"Driver Company"
driver_name,"Driver Name"
eld_truck_connection_status,"ELD Device Connection status"
email,"Email Us"
