ACC_Weekend,"Fin de Semana"
PDSPC_deliveredDamagedShort_text,"Entregado - Dañado + Corto"
PDSPC_deliveredDamaged_text,"Entregado - Dañado"
PDSPC_deliveredNoProblems_text,"Entregado - Sin Problemas"
PDSPC_deliveredOther_text,"Entregado - Otro tema"
PDSPC_deliveredOutsideMaven_text,"Entregado – Completado fuera de Maven"
PDSPC_deliveredOver_text,"Entregado - Terminado"
PDSPC_deliveredPartialRefusal_text,"Entregado - Rechazo Parcial"
PDSPC_deliveredShort_text,"Entregado - Corto"
PDSPC_didNotAttempt,"Cancelado - No intentó"
PDSPC_duplicateShipment_text,"Cancelado - Envío Duplicado"
PDSPC_failedCutOff_text,"Corte"
PDSPC_failedNoFreight_text,"Sin Flete"
PDSPC_failedPickUpTomorrow_text,"Recoger Mañana"
PDSPC_failed_DuplicateOrder,"Orden Duplicada"
PDSPC_failed_PickUpNextBusDay,"PU Próximo Día de Autobús"
PDSPC_failed_ShipperClosed,"Remitente Cerrado"
PDSPC_needsAppointment,"Rechazado - Necesita Cita"
PDSPC_newShipmentError_text,"Hubo un problema con el nuevo envío."
PDSPC_pickedUpDamagedShort_text,"Recogido - Dañado + Corto"
PDSPC_pickedUpDamaged_text,"Recogido - Dañado"
PDSPC_pickedUpNoProblems_text,"Recogido - Sin Problemas"
PDSPC_pickedUpOther_text,"Recogido - Otro Problema"
PDSPC_pickedUpShort_text,"Recogido - Corto"
PDSPC_refusedCollectionIssue_text,"Rechazado - Problema de Recolección"
PDSPC_refusedContainer,"Rechazado"
PDSPC_refusedDamaged_text,"Rechazado - Dañado"
PDSPC_refusedDeliverTomorrow_text,"Rechazado - Entregar mañana"
PDSPC_refusedDuplicateOrder,"Rechazado - Pedido duplicado"
PDSPC_refusedNoFreight,"Sin Flete"
PDSPC_refusedNotOrdered,"Rechazado - No ordenado"
PDSPC_refusedOrderCanceled,"Rechazado - Orden Cancelada"
PDSPC_refusedOther_text,"Rechazado - Otro"
PDSPC_refusedPartial_text,"Rechazo Parcial"
PDSPC_refusedShippedEarly,"Rechazado - Enviado antes de tiempo"
PDSPC_refusedShippedLate,"Rechazado - Enviado tarde"
PDSPC_refusedShort_text,"Rechazado - Corto"
PDSPC_refusedWrongItem,"Rechazado - Artículo Incorrecto"
PDSPC_refusedWrongLocation,"Rechazado - Ubicación incorrecta"
PDSPC_refused_NoFunds_text,"Rechazado - Sin fondos"
PDSPC_shipperClosedLate,"Cancelado - Expedidor cerrado – llegada tarde"
PDSPC_shipperClosedOnTime,"Cancelado - Expedidor Cerrado – llegada a tiempo"
PDSPC_status_default,"Desconocido"
PDSPC_titleDefault_text,"Proceso de envío completo"
PDSPC_titleDelivery_text,"Entrega Procesada"
PDSPC_titlePickup_text,"Recolección procesada"
PDSPC_trailerSwappedNoProblems_text,"Remolque intercambiado - sin problemas"
PDSPC_unableAccessDifferentEquipment,"Intentado - No se logró el acceso"
PDSPC_unableToAccessLocation,"Cancelado - No se puede entrar"
PDSS_stopStatusButton_completeRelayStatusText,"Ingresar Relevo"
PDSTF_enterDroppedTrailerNumber,"Ingrese los números de tráiler descartados:"
PDSTF_enterOtherDriverName,"Ingrese el nombre del otro conductor:"
PDSTF_enterPickedUpTrailerNumber,"Ingrese los números de tráiler enganchados:"
PDSTF_finishButton_text,"Finalizar Intercambio"
PDSTF_title_text,"Intercambiar Remolques"
PDTDF_actionButton,"Terminal de Salida"
PDTDF_departTerminalTitle,"Saliendo de %1$s terminal"
PDTDF_manifestNumberString,"Ruta: %1$s"
PDTDF_truckInformation_title,"Información del Camión"
PDTDF_truckMileage_hint,"Kilometraje del Camión"
PDTDF_truckMileage_title,"Kilometraje del Camión"
PDTDF_truckNumber_hint,"Numero de Camión"
PDTEDF_EndingTerminalNamePrefix,"En ruta a %1$s terminal"
PDTEDF_arriveAndEndRoute_button,"Ingresar Ruta"
PDTSDF_StartingTerminalNamePrefix,"Salir de %1$s Terminal"
PDTSDF_beginRoute_button,"Comience su ruta"
PDTSDF_beginRoute_title,"Comience su ruta %1$s"
PDTSDF_departAndBeginRoute_button,"Comience su ruta"
PDTSDF_errorMissingTrailer,"Por favor ingrese un número de remolque o marque que no está tirando de un tráiler"
PDTSDF_errorMissingTruckMileage,"Por favor ingrese un kilometraje mayor que cero"
PDTSDF_errorMissingTruckNumber,"Por favor, introduzca un número de camión"
PDTSDF_errorTruckMileageInvalid,"El kilometraje que ha introducido no es válido"
PDTSDF_noTrailer_radioButton,"No estoy encontrando un remolque en esta ruta."
PDTSDF_trailerInformation_title,"Información de Remolque"
PDTSDF_trailerNumber_hint,"Número de Remolque"
PDUTG_contentText,"Todavía puede completar la parada, pero no podemos mostrarle la ubicación de esta dirección en el mapa"
PDUTG_contentText_terminalArrive,"Todavía puedes llegar a la terminal, pero no podemos mostrarte la ubicación en el mapa"
PDUTG_contentText_terminalDepart,"Todavía puede salir de la terminal, pero no podemos mostrarle la ubicación en el mapa"
PDUTG_imageContentDescription,"No se Puede Geocodificar"
PDUTG_titleText,"No podemos determinar la ubicación de esta dirección."
PDVOR_chevron_contentDesc,"Chevron Derecho de Otra Ruta"
PDVOR_errorToast,"No se puede conectar al servidor para recuperar la información de la ruta"
PDVOR_stopsTextDefaultText,"Paradas pendientes"
PDVOR_titleText,"Seleccionar Ruta"
PD_ELD_autoLunchCanceled,"Tiempo de comida automático cancelado"
PD_ELD_autoLunchComplete,"Tiempo de comida automático terminado"
PD_ELD_autoLunchStart,"Tiempo de comida automático ha comenzado"
PD_PR_shipmentRecomplete_success,"Envío actualizado con éxito."
PD_SDH_drawable_addSwap_text,"AGREGAR SWAP"
PD_SDH_drawable_bulkComplete_text,"BULK COMPLETO"
PD_SDH_drawable_call_text,"LLAMADA"
PD_SDH_drawable_cancelStop_text,"CANCELAR PARADA"
PD_SDH_drawable_interruptLunch_text,"INTERRUPCIÓN DEL ALMUERZO"
PD_SDH_drawable_makeNextStop_text,"HACER LA PRÓXIMA PARADA"
PD_SDH_drawable_openInMaps_text,"ABRA EN MAPAS"
PD_SDH_drawable_reAttemptStop_text,"REINTENTAR PARADA"
PD_SDH_drawable_skipLunch_text,"SALTAR ALMUERZO"
PD_SDH_drawable_stopInfo_text,"INFORMACION DE PARADA"
PD_SDH_mapsNavigationPrompt,"¡Usa el botón Atrás para volver a Maven!"
PD_SDH_mapsNotInstalled,"Error: Mapas no está instalado en este dispositivo"
PD_SDH_openMap_contentDesc,"Abrir Dirección en Google Maps"
PD_SDH_stopAddress_default,"No Disponible"
PD_SDH_stopName_default,"No Disponible"
PD_SDH_stopTime_appt,"Cita %1$s - %2$s"
PD_SDH_stopTime_close,"Cierra %1$s"
PD_SDH_stopTime_default,"Cierra -:-"
PD_SHLF_processing_text,"Procesamiento de finalización masiva"
PPF_brakeAlertValue,"%d MPH por segundo"
PPF_brakeAlerts,"Alerta de freno"
PPF_coPilotSettings,"Ajustes del copiloto"
PPF_currentRulesetLabel,"Conjunto de Reglas Actual"
PPF_driverRulesetText,"Conjunto de Reglas del Controlador"
PPF_eldSettings,"Configuración de ELD"
PPF_lowScoreWarnings,"Advertencias de puntuación baja"
PPF_settingDisabled,"Deshabilitar"
PPF_settingEnabled,"Activado"
PPF_settingsTitle,"Configuración de la Aplicación"
PPF_timeZone,"Zona Horaria"
PPF_verbalScoreAlertValue,"Cada %d segundos"
PPF_verbalScoreAlerts,"Alertas de puntuación verbal"
PREFACT_editAppSettings,"Editar la configuración de la aplicación"
RLC_foodstuff_text,"Productosalimenticios"
RLC_hazmat_text,"Material Peligroso"
RLC_overlength_text,"Longitud sobrepasada"
RLC_pff_text,"PFF"
RLC_poison_text,"Veneno"
RLC_title_text,"Cargando Restricción"
RMA_CERTIFY_LOG_QUESTION,"Registro certificado con éxito!"
RMA_Cancel_email,"No Gracias"
RMA_ELD_OFF_DUTY_QUESTION,"¡Buen trabajo en tu día!"
RMA_END_ROUTE_QUESTION,"¡Buen trabajo completando tu ruta!"
RMA_SUBMIT_BUTTON,"Enviar"
RMA_apology,"Lamentamos que no esté satisfecho. ¿Puedes contarnos más sobre tu calificación?"
RMA_cancel,"Cancelar"
RMA_description,"¿Terminaste con tu día de trabajo?"
RMA_email_customer_support,"Correo electrónico de atención al cliente"
RMA_neg_button_text,"Cancelar"
RMA_play_store_prompt,"Nos encantaría una reseña en Google Play Store"
RMA_pos_button_text,"Enviar"
RMA_prompt,"Háganos saber cómo le gusta Maven"
RMA_rating_instructions,"Toque una estrella para calificar del 1 al 5"
RMA_review_later,"Recordarme más tarde"
RMA_thanks,"¡Gracias!"
RMA_title,"Háganos saber cómo le gusta Maven"
RMA_write_a_review,"Escribe una reseña"
RPF_updating,"Actualizando…"
SV_defaultString,"Este es un cuadro de vista de éxito. Escriba un mensaje de éxito aquí."
SW_requiredError,"Requiere firma"
ServerComm_badRequest_apiNotSupported,"API no soportado."
ServerComm_noInternetConnectionFound,"No se detectó conexión a Internet."
SignatureActivity_cancelButton,"Cancelar"
SignatureActivity_clearButton,"Borrar"
SignatureActivity_saveButton,"Confirme"
SignatureActivity_saveNotActivated,"Por favor escriba su firma"
TCTCF_vehicleText,"Vehículo"
TC_noVehicle,"Sin Vehículo"
TC_vdaConnected,"Conectado"
TC_vdaNotConnected,"No Conectado"
TLF_networkIndicator_offline,"Actualmente estás desconectado."
TLF_tabLayout_dvir_tabText,"DVIR"
TLF_tabLayout_eld_tabText,"HOS"
TLF_tabLayout_iconContentDescription,"Pestaña de Icono"
TLF_tabLayout_map_tabText,"Mapa"
TLF_tabLayout_messages_tabText,"Mensajes"
TLF_tabLayout_pdNextStop_tabText,"Siguiente Parada"
TLF_tabLayout_pdRoute_tabText,"Ruta"
TLF_tabLayout_safety_tabText,"Seguridad"
TLF_tabLayout_tmw_tabText,"Envío"
TLF_tabLayout_workflow_tabText,"Flujo de trabajo"
TLF_toolbarEld_statusTitle,"HOS"
TLF_toolbarVehicleTitle,"Vehículo"
TNF_PD_acceptRoute,"ACEPTE LA RUTA"
TNF_PD_acceptStop,"ACEPTE LA PARADA"
TNF_PD_arriveTerminal,"Llegada a la Terminal"
TNF_PD_arrivedAt,"Llegando a las %1$s"
TNF_PD_arrivedAtLocationAtTime,"Llegando a las %1$s at %2$s"
TNF_PD_atTime,"en %1$s"
TNF_PD_confirmRoute,"CONFIRME RUTA"
TNF_PD_departTerminal,"Salir de la Terminal"
TNF_PD_departedAt,"Saliendo %1$s"
TNF_PD_departedAtLocationAtTime,"Saliendo %1$s a %2$s"
TNF_PD_dismissText,"Descartar"
TNF_PD_dontArrive,"No llegar"
TNF_PD_dontDepart,"No Salir"
TNF_PD_goToMessagesText,"Ir a Mensajes"
TNF_PD_lunchStopAddedSecondaryText,"Almuerzo"
TNF_PD_lunchStopAddedText,"Parada Agregada: Almuerzo"
TNF_PD_lunchStopAddedTitleText,"Parada Agregada"
TNF_PD_markAsArrived,"Marcar como Llegado"
TNF_PD_markAsDeparted,"Parada de Salida"
TNF_PD_multipleStopsAddedContentText,"%1$s paradas agregadas a la ruta"
TNF_PD_multipleStopsAddedSystemContentText,"Paradas Agregadas: %1$s se agregaron paradas a su ruta."
TNF_PD_multipleStopsAddedTitleText,"Paradas Agregadas"
TNF_PD_routeAddedManifestNumber,"Número de Manifiesto: %1$s"
TNF_PD_routeAddedRouteName,"Nombre: %1$s"
TNF_PD_routeAddedSystemContentText,"Ruta Agregada: %1$s"
TNF_PD_routeAddedTitleText,"Ruta Agregada"
TNF_PD_routeRearrangedContentText,"Por favor revise su lista de rutas para más detalles"
TNF_PD_routeRearrangedSystemContentText,"Ruta reorganizada: ¡Consulte su lista de rutas para obtener más detalles!"
TNF_PD_routeRearrangedTitleText,"Ruta Reorganizada"
TNF_PD_stopAddedContentText,"%1$s<br>%2$s a millas de distancia"
TNF_PD_stopAddedSystemContentText,"Parada Agregada: %1$s, %2$s millas de distancia"
TNF_PD_stopAddedSystemContentTextNoLocation,"Parada Agregada: %1$s"
TNF_PD_stopAddedTitleText,"Parada Agregada"
TNF_PD_stopCancelledContentText,"%1$s parada cancelada"
TNF_PD_stopCancelledSystemContentText,"Parada Cancelada: %1$s"
TNF_PD_stopCancelledTitleText,"Parada Cancelada"
TNF_PD_stopMergedContentText,"%1$d se unieron las paradas en %2$s"
TNF_PD_stopMergedSystemContentText,"Parada Combinada: %1$s"
TNF_PD_stopMergedTitleText,"Parada Combinada"
TNF_PD_stopModifiedContentText,"%1$s parada modificada"
TNF_PD_stopModifiedSystemContentText,"Parada Modificada: %1$s"
TNF_PD_stopModifiedTitleText,"Parada Modificada"
TNF_PD_stopRemovedContentText,"%1$s eliminado de la ruta"
TNF_PD_stopRemovedSystemContentText,"Parada Eliminada: %1$s"
TNF_PD_stopRemovedTitleText,"Parada Eliminada"
TNF_PD_stopSplitContentText,"%1$s parada dividida en 2 paradas"
TNF_PD_stopSplitSystemContentText,"Paradas Divididas: %1$s"
TNF_PD_stopSplitTitleText,"Paradas Divididas"
TNF_continueDriving,"CONTINUAR CONDUCIENDO"
TNF_dismiss,"DESCARTAR"
TNF_goOnDuty,"IR DE SERVICIO"
TNF_inViolationText_break,"Violación de HOS - Se necesita un descanso de 30 minutos"
TNF_inViolationText_cycle,"Violación de HOS - Tiempo de ciclo de 70 horas excedido"
TNF_inViolationText_drive,"Violación de HOS - 11 horas de tiempo de conducción excedido"
TNF_inViolationText_shift,"Violación de HOS - Se excedió el tiempo de turno de 14 horas"
TNF_statusChangedText,"Su estado de servicio se ha cambiado automáticamente a Conducir."
TNF_stopDetectedText,"Parada detectada. Su estado de servicio pronto cambiará a En servicio a menos que se indique lo contrario."
TNF_violationAudioWarning_other,"Se acerca violación de Aitch O Ess. Por favor deje de manejar en %s."
TNF_violationAudioWarning_shift,"Se acerca violación de Aitch O Ess. Por favor descanse en %s."
TNF_violationWarning_others,"Se acerca una violación de HOS. Por favor, deje de conducir en el próximo %s."
TNF_violationWarning_shift,"Se acerca una violación de HOS. Por favor, salga de servicio en el próximo %s."
UAFleftChevronDesc,"Atrás"
UAFrightChevronDesc,"reenviar"
UDNL_claimAllButtonText,"Reclamar todo"
UDNL_claimButtonText,"Reclamo"
UDNL_claimUnassignedTripsTitleText,"Movimientos No Asignados Para Vehículo %s"
UDNL_ignoreAllButtonText,"Ignorar Todo"
UDNL_ignoreButtonText,"Ignorar"
UDNL_notificationBodyText,"%1$s hoy. %2$s la semana pasada."
UDNL_notificationTitle,"%s tiene movimientos sin asignar"
UDNL_viewUnassignedMovementsText,"Ver"
UPN_systemNotification_contentText,"Oye, %1$s, toca para actualizar a Maven"
UPN_systemNotification_contentTitle,"Nuevas Actualizaciones Disponibles"
Update,"ACTUALIZAR"
VDF_changeTruckNumber,"CAMBIE LA INFORMACIÓN DEL CAMIÓN"
VDF_changeTruckNumberLayout_truckNumHeader,"CAMIÓN/NÚMERO DE TRACTOR"
VDF_descText,"INFORMACIÓN DEL VEHÍCULO"
VDF_disconnectButton_text,"DESCONECTAR MAVEN VDA #%1$s"
VDF_disconnectButton_textDefault,"DESCONECTAR MAVEN VDA"
VDF_disconnectingButtonText,"DESCONECTANDO …"
VDF_loadingText,"Cargando …"
VHF_descText1,"El número VDA es el código grande de 4 caracteres impreso en el Vehículo Maven"
VHF_descText2,"Su Maven VDA debe estar conectado al puerto de diagnóstico de su vehículo (J1939). Este puerto generalmente se encuentra en la parte inferior izquierda de la columna de dirección."
VHF_fragment_name,"Ayuda del adaptador de vehículo"
VHF_fragment_title,"Sugerencias para vincular con éxito la aplicación Maven a su vehículo"
VHF_heading1,"Encuentre el número de adaptador de su vehículo"
VHF_heading2,"Asegúrate de que tu motor esté encendido"
VHF_heading3,"Encuentre su vehículo en la lista de Vehículos Sugeridos"
VHF_heading4,"¿Todavía no aparece el vehículo? Aquí hay algunos pasos para probar"
VHF_imageContentDesc,"Maven VDA"
VHF_paragraph1,"El número del adaptador es el código impreso en el propio adaptador del vehículo."
VHF_paragraph2,"Para conectarse con éxito, asegúrese de que el motor de su vehículo esté encendido."
VHF_paragraph3,"Toque el vehículo desconocido que tiene su número de adaptador de vehículo. La aplicación Maven se conectará al vehículo, leerá el VIN y creará un nuevo vehículo."
VNF_closeAlert,"Alerta cercana"
VNF_remaining,"%1$s restantes"
VNF_violationHeader,"Violación de HOS"
VNF_violationTitle,"%1$s Violación de Tiempo:"
VNF_warningHeader,"Advertencia de HOS"
VNF_warningTitle,"%1$s Aviso de tiempo:"
VSLF_attemptingToConnect_default,"Intentado conectarse a VDA. Por favor tenga paciencia. Conectarse puede tardar hasta 2 minutos."
VSLF_attemptingToConnect_failedDefault,"Conexión a VDA ha fallado."
VSLF_attemptingToConnect_failedWithTime,"Nuevo intento de conexión en %1$s."
VSLF_attemptingToConnect_failedWithVdaNum,"Conexión a VDA %1$s ha fallado.."
VSLF_attemptingToConnect_failedWithVdaNumTime,"Conexión a VDA %1$s ha fallado. Nuevo intento de conexión en %2$s."
VSLF_attemptingToConnect_failedWithVdaTruckNum,"Conexión a VDA %1$s (Camión # %2$s) ha fallado."
VSLF_attemptingToConnect_failedWithVdaTruckNumTime,"Conexión a VDA %1$s (Camión # %2$s) ha fallado. Nuevo intento de conexión"
VSLF_attemptingToConnect_withVdaNum,"Intentado conectarse a VDA %1$s. Por favor tenga paciencia. Conectarse puede tardar hasta 2 minutos."
VSLF_attemptingToConnect_withVdaTruckNum,"Intentado conectarse a VDA %1$s (Truck # %2$s). Por favor tenga paciencia, esto puede tardar hasta dos minutos."
VSLF_bluetooth,"Bluetooth"
VSLF_bluetoothContentDesc,"Ícono de estatus de Bluetooth"
VSLF_columnName_truck,"Camión #"
VSLF_descHeaderText,"VDAs disponibles"
VSLF_descText,"Por favor seleccione qué Maven VDA desea vincular con este dispositivo."
VSLF_devicePairingFailedText,"No se pudo emparejar con VDA %1$s"
VSLF_devicePairingFailedText_noVdaNum,"No se pudo emparejar con VDA"
VSLF_errorCode,"Último Código de error: ERR-%1$s. %2$s."
VSLF_errorCode_default,"Último Código de error: Desconocido."
VSLF_goToSettingsText,"<u> AJUSTES </u>"
VSLF_helpLocateVdaNum,"¿Cómo localizo el número VDA de mi camión?"
VSLF_list_enableSomething,"Por favor Habilite Wi-Fi o Bluetooth para ver los VDA disponibles."
VSLF_list_noVDAFound,"No se encontraron VDA cerca."
VSLF_noDeviceFoundText,"Ningún dispositivo encontrado"
VSLF_pair,"PAR"
VSLF_paired,"EMPAREJADO"
VSLF_pairedDevice_connectingDescDefault,"Conectándose a VDA"
VSLF_pairedDevice_connectingDescWithNum,"Conectándose a VDA %1$s"
VSLF_pairedDevice_connectingFailedDefault,"VDA La conexión falló"
VSLF_pairedDevice_connectingFailedWithNum,"VDA %1$s Error de conexión"
VSLF_pairedDevice_unpairButton,"DESCONECTAR"
VSLF_vda_item_networkTypeIconDesc,"VDA icono de tipo de red"
VSLF_wifi,"WiFi"
VSLF_wifiBluetoothOff,"Apagado"
VSLF_wifiBluetoothOn,"Encendido"
VSLF_wifiContentDesc,"Icono de estado de Wi-Fi"
WSV_bluetooth,"Bluetooth"
WSV_off,"Apagado"
WSV_on,"Encendido"
WSV_settings,"Ajustes"
WSV_wifi,"Wi-Fi"
YMPC_driveTimeNotRecorded,"El tiempo de conducción no se registrará"
YMPC_enablePersonalConveyance,"Habilitar transporte personal"
YMPC_enableYardMoves,"Activar movimientos de patio"
YMPC_personalConveyance,"Transporte Personal"
YMPC_yardMoves,"Movimientos de patio"
accept,"Aceptado"
acceptInAppNotification,"ACTUALIZAR AHORA"
active_battery_speech,"Tiempo activo que resta para hablar %s"
appDowngradeMessage,"Estás usando una versión obsoleta de la aplicación Maven. Descargue la última versión desde Google Play Store."
back,"Atrás"
badHTMLReleaseNotesResponse,"<HTML>Disculpe. No hay notas disponibles</HTML>"
barrels_definition,"barriles"
begin_instructions,"Para crear su cuenta Maven, ingrese el código de registro de 5 dígitos que le proporcionó su despachador, gerente de flota u oficial de seguridad."
bol::bol,"Guía de carga"
bol::damagedDelivery,"Entrega dañada"
bol::deliveryReceipt,"Recibo de Entrega"
bol::doc,"Documento"
brakeNotification,"Notificacióndefreno"
brakeNotificationMinimum,"MínimaNotificacióndefreno"
breakImageDescription,"Café"
breakTaken,"Ha tomado su descanso"
call,"Llámenos"
cancel,"Cancelar"
change_id_warning,"¿Está seguro de que quiere cambiar el ID de la compañía y chofer?"
charging_speech,"Copiloto se cargará en %s"
charts,"Tablas"
close,"Cerrar"
common::assigned,"Asignado"
common::cancel,"Cancelar"
common::canceled,"Cancelado"
common::checkstop,"Parada de control"
common::checkstop_other,"Paradas de control"
common::checkstop_plural,"Paradas de control"
common::city,"Ciudad"
common::complete,"Ingresar"
common::consignee,"Consignatario"
common::delivery,"Entrega"
common::delivery_other,"Entregas"
common::delivery_plural,"Entregas"
common::descending,"descripción"
common::dismiss,"Descartar"
common::driver,"Conductor"
common::driver_other,"Conductores"
common::driver_plural,"Conductores"
common::failed,"Fallido"
common::manifest,"Manifiesto"
common::manifestNumber,"Número de Manifiesto"
common::noResults,"No se han encontrado resultados"
common::note,"Nota"
common::note_other,"Notas"
common::note_plural,"Notas"
common::pallet,"Paleta"
common::palletLower,"paleta"
common::palletLower_other,"paletas"
common::palletLower_plural,"paletas"
common::pending,"Pendiente"
common::pickup,"Recolección"
common::pickup_other,"Recolecciones"
common::pickup_plural,"Recolecciones"
common::planningStop,"Paradas de Planificación - "
common::remove,"Eliminar"
common::required,"Requerido"
common::route,"Ruta"
common::route_other,"Rutas"
common::route_plural,"Rutas"
common::shipment,"envío"
common::shipmentCapital,"Envío"
common::shipmentCapital_other,"Envíos"
common::shipmentCapital_plural,"Envíos"
common::shipmentInformation,"Información de envío"
common::shipment_other,"envíos"
common::shipment_plural,"envíos"
common::staged,"Etapa"
common::status,"Estado"
common::status_other,"Estados"
common::status_plural,"Estados"
common::stop,"Parar"
common::stop_other,"Paradas"
common::stop_plural,"Paradas"
common::terminal,"Terminal"
common::trailer,"Remolque"
common::trailer_other,"Remolques"
common::trailer_plural,"Remolques"
common::trip,"viaje"
common::trip_other,"viajes"
common::trip_plural,"viajes"
common::unassigned,"Sin Asignar"
common::unassingedStops,"Paradas no Asignadas"
common::unknown,"Desconocido"
common::weight,"peso"
common::zipCode,"Código Postal"
companyId,"Código de la compañía "
company_name,"Máquinas Maven"
completed_stop_arrival_time,"Llego a las %1$s"
completed_stop_status,"Parar %1$s en %2$s"
completed_stop_status_arrived_name,"Ha llegado"
completed_stop_status_completed_name,"Completo"
completed_stop_status_departed_name,"Salió"
completed_stop_status_incomplete,"Acción requerida: Parada Incompleta"
completed_stop_status_skipped,"Parada omitida"
completionCodes::addressIncorrect,"Intento de eliminación - dirección incorrecta"
completionCodes::apptNeeded,"Intento de eliminación – Cita necesaria"
completionCodes::attemptedNoFunds,"Intento de eliminación – Sin fondos"
completionCodes::beyondBusHrs,"Intento de eliminación - Fuera de las horas de servicio"
completionCodes::cancelDuplicate,"Cancelar - Duplicado"
completionCodes::canceledClosedAfter,"Cancelado - Consignatario cerrado – Después de las 5PM"
completionCodes::canceledClosedArrivedAfter,"Cancelado - Consignatario Cerrado – Llegada después de las 5PM"
completionCodes::canceledClosedArrivedBefore,"Cancelado - Consignatario Cerrado - Llegada antes de las 5PM"
completionCodes::canceledClosedBefore,"Cancelado - Consignatario Cerrado – Antes de las 5PM"
completionCodes::canceledCutOff,"Cancelado – Corte de recoger"
completionCodes::canceledDeliverTomorrow,"Cancelado - Entregue mañana"
completionCodes::canceledDuplicate,"Cancelado - Duplicado"
completionCodes::canceledForceReturn,"Cancelado - Regreso a la Terminal Forzado"
completionCodes::canceledNoFreight,"Cancelado - No Transporte"
completionCodes::canceledNotAttempted,"Cancelado - No intentó"
completionCodes::canceledTMS,"Cancelado por TMS"
completionCodes::canceledUnableToAccess,"Cancelado - No se puede entrar"
completionCodes::cancelledClosedArrivedAfter,"Cancelado – Expedidor cerrado – Llegada después de las 5PM"
completionCodes::cancelledClosedArrivedBefore,"Cancelado - Expedidor cerrado – Llegada antes de las 5PM"
completionCodes::cancelledCutOff,"Cancelado – Corte para recoger"
completionCodes::cancelledOther,"Cancelado - Otro"
completionCodes::cancelledUnableToAccess,"Cancelado – No se puede entrar"
completionCodes::collectionIssue,"No Entregado - Problema de Recolección"
completionCodes::cutOff,"Corte"
completionCodes::damagedShort,"Entregado - Dañado y Corto"
completionCodes::delAttemptedNoFreight,"Intento de eliminación – Sin carga"
completionCodes::delAttemptedOther,"Intento de eliminación - Otro"
completionCodes::deliveryUnassigned,"Entrega sin Asignar"
completionCodes::didNotAttempt,"Cancelado - No intentó"
completionCodes::duplicateOrder,"Rechazado - Pedido duplicado"
completionCodes::emergencyWithName,"Almuerzo Interrumpido – Autorizado por %1$s"
completionCodes::holiday,"Intento de eliminación - Feriado"
completionCodes::inventory,"Intento de eliminación - Inventario"
completionCodes::missedAppt,"Intento de eliminación - Cita perdida"
completionCodes::missedApptWindow,"Cancelado – No llegó al rango de horas de la cita"
completionCodes::needsApt,"No Entregado - Necesita Cita"
completionCodes::noFreight,"Sin Flete"
completionCodes::noFunds,"No Entregado – Sin Fondos"
completionCodes::noLongerWants,"No Entregado - El Cliente ya no Quiere"
completionCodes::noProblems,"Sin Problemas"
completionCodes::notAttempted,"Entrega no intentada"
completionCodes::notDeliveredAccRequired,"No Entregado - ACC Requerido"
completionCodes::notDeliveredDamaged,"No Entregado - Dañado"
completionCodes::notDeliveredOther,"No Entregado - Otro"
completionCodes::notDeliveredShort,"No Entregado - Corto"
completionCodes::notDeliveredUnableToAccess,"No Entregado – Sin Acceso"
completionCodes::other,"Cancelado - Otro"
completionCodes::outForDelivery,"Fuera Para Entrega"
completionCodes::pending,"Pendiente"
completionCodes::pickedUpNoProblems,"Recogido - Sin Problemas"
completionCodes::pickupTomorrow,"Recoger Mañana"
completionCodes::pickupUnassigned,"Recolección sin Asignar"
completionCodes::refusedAddrIncorrect,"Rechazado - Dirección incorrecta"
completionCodes::refusedApptNeeded,"Rechazado - Se Necesita Cita"
completionCodes::refusedBusinessHours,"Rechazado: Fuera del Horario Comercial"
completionCodes::refusedCollectionIssue,"Rechazado - Problema de Recolección"
completionCodes::refusedHoliday,"Rechazado - Vacaciones"
completionCodes::refusedInventory,"Rechazado - Inventario"
completionCodes::refusedMissedAppt,"Rechazado - Cita perdida"
completionCodes::refusedNoFreight,"Rechazado - Sin flete"
completionCodes::refusedNotHome,"Rechazado - Residente no en casa"
completionCodes::refusedOrderCancelled,"Rechazado - Orden Cancelada"
completionCodes::refusedRedeliver,"Rechazado - Volverá a entregar"
completionCodes::refusedSpecialEquipment,"Rechazado: Se Necesita Equipo Especial"
completionCodes::refusedStrike,"Rechazado - Huelga"
completionCodes::refusedWaitTime,"Rechazado - Tiempo de espera demasiado largo"
completionCodes::refusedWeather,"Rechazado: Clima"
completionCodes::resNotHome,"Intento de eliminación - RESIDENTE no está en casa"
completionCodes::scheduledForDelivery,"Entrega Programada"
completionCodes::scheduledForPickup,"Programado para Recolección"
completionCodes::shipperClosed,"Remitente Cerrado"
completionCodes::shipperClosedArrivedLate,"Cancelado - Expedidor Cerrado – Llegada tarde"
completionCodes::shipperClosedArrivedOnTime,"Cancelado - Expedidor Cerrado – Llegada a Tiempo"
completionCodes::specEquipReq,"Intento de eliminación - Requerimiento de especificaciones de equipo"
completionCodes::strike,"Intento de eliminación - Huelga"
completionCodes::tooLongWait,"Intento de eliminación – Espera muy larga"
completionCodes::unableToAccess,"Cancelado - No se puede entrar"
completionCodes::unableToContact,"Cancelado - No se puede contactar a la ubicación de entrega"
completionCodes::unknown,"Estado Desconocido"
completionCodes::weather,"Intento de eliminación - Clima"
completionCodes::willRedeliver,"Intento de eliminación - Volverá a entregar"
complianceButtonLoadingText,"Cargando …"
